geneName	SKG_rep3
Gm20738	0
Olfr519	0
Taf8	5916
Fn3k	0
Arpin	0
Decr1	681
Ctso	1432
4933406J09Rik	0
A830036E02Rik	0
A930037H05Rik	0
Plekhf1	0
Evx1	0
Gtf2f2	372
1300017J02Rik	0
Sh3rf1	1080
Bbs10	1725
Raver1	1672
Palmd	0
Ube2c	0
Avpi1	293
Tlr9	0
Pygb	5485
Cypt15	0
Wnk3	0
Vps16	5994
Pdzd9	0
Cyp3a11	0
Foxd2	0
Foxc1	236
Met	9
Rnf150	1
4833422M21Rik	0
Lix1l	0
Olfr1459	0
Mir713	0
Ulk4	0
2610318N02Rik	3303
Fam241b	550
Tmem235	0
Defa36	0
Defa33	0
Ccdc85c	1
Gm21119	0
Fkbpl	0
Gm1043	0
Dbp	70
Slc7a8	210
Car3	0
Crip1	358
Capn6	0
AV051173	0
Gm20356	0
Gm13003	0
4930523O13Rik	0
1700017G19Rik	0
Gm12709	1
4933417E11Rik	0
A430035B10Rik	0
C920021L13Rik	0
4933436E23Rik	0
Gm10007	0
1700047G03Rik	0
Gm18853	0
4930529K09Rik	0
Gm19784	0
9230112J17Rik	0
1700034P13Rik	0
Spata25	0
Camk2n1	0
1700066B17Rik	0
Ccdc47	3092
Fem1al	0
Cmtm2b	0
Dcbld2	0
Olfr242	0
Cfap298	872
Tlr4	0
Rpl34-ps1	0
Ldhal6b	0
Vmn1r93	0
V1rd18	0
Gm46993	0
Klhl14	0
Smok3b	0
Olfr1321	0
V1rd19	0
Amfr	6689
Pak1ip1	2960
Mrnip	1020
Mrps28	2220
Synpr	0
Fbxo22	5278
Mtap	3043
H3c7	0
Hunk	0
Olfr794	0
Olfr127	0
Olfr1284	0
Olfr593	0
Bola3	1059
Olfr983	0
Olfr969	0
Olfr39	0
Olfr273	0
Olfr1184	0
Olfr640	0
Olfr629	0
Olfr655	0
Olfr466	0
Emc4	2209
Tmed4	5893
Ano9	0
Stk-ps2	0
Popdc3	0
Gadl1	0
Cyp4f39	0
Kbtbd11	54
Tm9sf3	23815
Hook1	3355
Blvra	2723
Ier3	0
Ces1e	0
4930562C15Rik	0
Nhej1	326
Tmbim4	3380
Lypd4	0
Pde5a	0
Cd109	0
Armcx5	642
F930017D23Rik	0
Eprn	0
Ankrd17	3887
Tbx19	0
Vmn1r234	0
Clec2h	0
Mrpl43	605
Acoxl	0
Fam166a	0
A530032D15Rik	1
Krt78	0
Zfp523	2054
Phxr4	76
Dleu2	747
Bcl2l14	0
Olfr1301	0
Msx1os	0
G630025P09Rik	0
Zfp580	1126
Fzd3	1
Lhfpl5	0
Prl3d3	0
Prl3d2	0
Zfp706	14754
Meiob	0
Tex38	0
Mfsd13a	3
4930453N24Rik	3109
Sp110	9889
Tspan1	0
Olfr1298	0
Olfr1294	0
Olfr1299	0
Olfr876	0
Olfr874	0
Olfr1404	0
Olfr330	0
Platr21	0
Rps27a	5277
Snx9	1
4930507D05Rik	1
Atp6v1b2	10085
Cd5	23681
Mtf1	837
Acat1	10644
Gm8801	123
Snord14d	0
Snord14a	0
Dot1l	2003
Rab11fip3	1008
Atp6v0b	4832
1700034I23Rik	0
Mirg	0
Dppa3	0
Rasal2	0
Cd3eap	1508
Klc3	910
Riok1	2701
1700037C18Rik	94
Cib4	0
Pnma3	0
Fcf1	3508
Kprp	0
Cenpq	1985
Grk5	0
Art4	0
Upk3a	0
Zfp395	472
Pcdhgb2	0
Slitrk6	0
Lmod1	0
Fam92b	0
Ccdc167	22
Vcam1	2101
Efcab5	0
Cntnap4	0
Ubtd1	0
Prss29	0
Eml3	3372
2210417A02Rik	0
Mcpt-ps1	0
Snord83b	7
Snord43	0
Prr18	0
Chd5	9
Bc1	35
Olfr893	0
Olfr135	0
Olfr77	0
Olfr374	0
Olfr1396	0
Zfp951	80
Pink1	3714
Ilf2	7580
Pycr2	10660
Slco5a1	0
9930021J03Rik	3124
Gm5148	24
Idh3a	6769
4921507P07Rik	617
Clic1	7757
Krt34	0
Serp1	11630
Etnk1	21885
Taf5	1646
Ptbp3	4723
Nvl	4075
Isoc1	3133
Tmc4	0
Cd207	0
Exoc3l	2
Pef1	1947
Eif1b	3843
Prss22	0
Synpo2	0
Usp42	3317
Tor1b	825
Trappc11	7044
Phldb1	0
Atp6v1e2	0
Ccdc181	1556
Meikin	0
Magea10	0
Oosp1	0
Gtpbp6	817
Hus1b	0
H3c8	0
Il17c	0
Lin28a	1
Ttc27	1774
Mcmbp	4179
Purg	1
Sepsecs	2494
Exosc5	4888
Cxcl10	0
Hif1an	809
Xlr4c	1118
Iqub	0
Mrgprf	0
Mios	4737
Pskh1	6564
Zfp775	53
Klhdc7a	0
Fam110b	0
Gm15104	0
Mrtfb	642
Gm4871	0
Gm44	0
Usp35	0
Cym	1
Cps1	2
Tmem28	0
Gm39115	0
Helq	288
Rhoh	11072
Flnb	1385
Rbm24	1116
Sdr39u1	45
Phip	5061
Pprc1	3523
Irs2	902
Tas2r117	0
Tas2r114	0
Kcnrg	0
Defb37	0
Ccdc142	1171
Dnaaf3	0
Prss53	0
Mtmr7	0
L1td1	0
Ptchd1	1
Tbc1d10c	14404
Spopfm2	0
Cx3cr1	1
Sult6b1	71
Cntnap3	0
Fuom	66
A1bg	0
Dlgap3	0
Xpot	1262
Zfp174	0
Myorg	0
Fsip2l	4
Lyrm9	118
Myo5c	0
Ccdc154	0
Duox2	0
Lonrf1	0
Lce3f	0
Hcn4	0
Otud6a	0
Trappc10	772
Zscan4f	0
Mettl8	535
Pdzd2	0
Sned1	0
Smyd4	2004
Sprr2a2	0
Rnf43	0
Kcnk6	1144
Rasl10b	0
Defb33	0
Rdh8	13
Eras	0
Nostrin	0
Vmn2r86	0
Gpat2	0
Dhtkd1	0
Gabrd	0
Zfp108	0
Mtr	2361
Cyp2b23	0
Trpc2	0
Hs3st2	0
Pds5a	7033
Dennd3	1
Coq10a	464
Btbd16	0
G6pdx	7710
H2al1k	0
Gm13275	0
Gm13276	0
Gm13283	0
Eml5	2975
Hnrnpul2	460
Gm13271	0
Fthl17c	0
Fthl17b	0
Gm765	0
H2al1o	0
Arid1b	1773
Marchf4	0
Spata22	0
Morc3	1687
Mipol1	0
Vmn2r28	0
Prkaa1	2351
Tln2	0
Urb2	5786
Bicra	9
Lrp2	75
Cenpw	32
Skor2	0
Ankrd63	2794
Jcad	1
Sap25	0
Vmn2r85	0
Gm10267	0
Adgrl2	1
Kat6a	2501
Tigd2	2228
Kcna10	0
Awat1	0
Kcng1	0
Chrna10	0
Vmn2r126	0
Rtl9	0
Mtcp1	0
Pjvk	0
Rsph3b	87
Snx30	499
Rab11fip2	190
Ifnl2	0
Ogfrl1	147
Glul	500
Gli3	0
Gja8	0
Lrp5	137
Lrp1	1591
Mcm3	10030
Mcl1	18605
Mc3r	0
Mc1r	1
Syndig1l	0
Rbp2	0
Rbbp7	15705
Rbbp4	14008
Mef2b	30
Gcdh	946
Cplane2	0
Kif24	0
Stambp	83
Ceacam5	0
Bicdl1	759
Dnah9	0
P2ry10	1196
Gtf2h5	2132
Ndufb4c	1
Cemip2	145
Rubcn	973
Tas2r122	0
Tctn1	42
Itpripl2	0
Dcp1b	1602
Krtap17-1	0
Zfp808	1716
Kcnq4	0
Pnrc1	14987
Cd69	7746
Agl	3
Clrn3	0
Dyrk4	0
Garem1	14
Ddx47	5775
Ribc2	0
Slc48a1	1749
Pcyt1b	0
Pxk	1756
Bank1	0
Olr1	0
Etnk2	0
Cntnap5c	0
Fam120c	360
Perm1	0
Acsf2	753
Nckap1l	17946
Olfr734	0
Olfr13	0
Olfr11	0
Suclg1	10424
Tmc1	0
Vmn1r174	0
B130006D01Rik	0
4932414J04Rik	0
Olfr257	0
Slc34a1	0
Tcap	0
Myh1	0
Kmo	0
Hps4	304
Xxylt1	2294
Ap2s1	5256
Vmn1r43	0
Vmn1r47	0
Vmn1r48	0
Myo1f	527
Fam98b	75
Nampt	289
Mir15a	0
Pcdhgb7	127
Alms1-ps2	0
Gm35549	0
Lrwd1	2636
Pcsk9	0
Vps26b	7402
Adcy2	0
Akr1c21	0
Smo	315
Fbxo48	0
Mir743b	0
Mir497	0
Zswim2	0
Tsga10ip	0
Arhgef38	0
As3mt	4445
Fam219aos	3
9230102O04Rik	0
Rpl41	5971
Lrp1b	0
Mir694	0
Mir693	0
Mir692-1	1
Mir491	0
Mir455	0
Mir695	0
Mir146b	0
Mir100	0
Mir25	0
Mir19a	0
Manba	4581
Entpd7	837
Styx	54
Kat8	1206
Elac1	2
Qprt	1460
Rab31	853
Josd1	2535
Socs5	5282
Slc30a5	4754
Spats1	0
St8sia6	685
Veph1	0
Itpr3	833
Kcnmb1	0
Dgcr8	2597
Lztfl1	941
Mbd3l2	0
Ralb	2642
Acsf3	0
Zfp296	0
Rasa1	7614
1700102P08Rik	0
Pgp	5752
Tti1	6069
Tex29	0
Eppin	0
Endod1	16762
Xrcc4	393
Gins3	1329
Mir1190	0
Mir1187	0
Mir195b	17
Lmx1a	7
Lgalsl	34
Dusp23	64
Zbtb46	0
Cep89	13
Pygo1	2
Amer2	0
Btbd7	77
Pibf1	735
Magee1	1172
Ints11	12401
Taar1	0
Olfr508	0
Asb14	47
Slc17a6	0
Olfr497	0
Olfr491	0
Pask	2
Nek8	425
Olfr24	0
Olfr952	0
Mpo	0
Pllp	0
Dgat2	43
Tex46	0
Ddx18	3939
Ston1	85
Gm6548	9
Hirip3	2
Kif18a	7
Tmem181c-ps	3362
Lrfn4	571
Mms22l	5228
Gm17455	0
Hsdl1	255
Mtmr6	4350
Cers1	0
Afm	0
Pcdhga5	0
Diras1	0
Sesn2	140
Aldob	0
Bsnd	0
Fam107b	22101
Akr1b10	1626
Osbpl10	0
Srsf2	34219
Frzb	0
Tmem50a	18593
Cstdc1	0
Mir181b-1	0
Mir138-1	0
Mir9-3	0
Mir9-1	0
Mir92-1	0
Mir124a-2	0
Mir124a-1	0
Mir135a-2	0
Mir199b	0
Mir199a-2	0
Mir29b-2	0
Mir224	0
Mir211	0
Mir33	0
Mir26a-2	0
Cfap61	0
Fam131a	2
Pelp1	794
Il23a	0
Hes7	0
Lrrc25	0
Dock2	8612
Zcchc9	1253
1700026D11Rik	0
Ddx41	3177
Cyp2c53-ps	0
Riok3	6549
Ankrd11	9076
Mlxip	4147
Snhg14	3
Sod2	1806
Parvb	0
Tprn	4
Wdr4	2122
Olfr900	0
Snord72	0
Tmem269	0
Sf3b3	25020
Ptf1a	0
Arrdc4	4
Rsl1d1	14334
Gimap7	1
Fndc3b	0
9130023H24Rik	33
Atp10b	0
Enpp3	0
Gm6524	2
0610039K10Rik	0
Olfr1511	0
Olfr370	0
Olfr769	0
Olfr772	0
Olfr1506	0
Hnmt	0
Mrps6	3823
Tusc2	3973
Zcchc7	1270
Gm5464	0
Rictor	11843
Zfp160	1125
Pde6a	0
Chst8	0
Wdfy2	835
Cldn34b4	0
Angptl6	1
Lrrc3	0
Bcl3	0
Gm4371	0
1700084E18Rik	62
BC037032	0
6330407A03Rik	0
0610038B21Rik	0
Pcdhb1	0
Smarca5	14347
Gm5129	0
Gm2176	0
A530058N18Rik	0
A930004D18Rik	0
1700018L02Rik	0
2700099C18Rik	1
Pim3	4623
Cerk	8485
Gm11217	0
Pard3bos2	0
Gm15509	0
Mir184	0
Rcc1	3380
1700010B08Rik	0
Hspb9	0
Pfn3	0
Stpg4	0
Gtf2f1	7964
Card14	0
Prps1l1	0
Ubl4a	393
Nron	0
Mir1942	0
Chmp5	1934
Smarcd2	17664
Dus3l	1634
Wasf1	0
Zfp91	37
Olfr642	0
Abca15	49
Ndufv1	8241
Hyal5	0
Platr26	0
Mir21c	0
Dhrs2	0
Olfr1232	0
Mrm2	892
Olfr1145	0
Olfr727	0
Olfr1495	0
Olfr1265	0
Olfr1269	0
Ppp4r4	0
Lrrc26	0
Selenok-ps1	0
Pvt1	4
Appbp2os	101
Anapc13	329
Prune2	0
Olfr446	0
Olfr1167	0
Olfr1143	0
Olfr1324	0
Olfr1484	0
Mir1962	0
Mir1961	0
Mir1960	0
Mir1958	0
Mir1955	0
Cabin1	6064
E2f4	13611
Psen1	8369
Olfr976	0
Olfr1359	0
Prss45	0
Olfr1310	0
Olfr1317	0
Ces2f	0
Atad2b	1920
Snord7	0
5830417I10Rik	0
BC005624	2499
Olfr101	0
Mis18bp1	1
Gm17762	0
1700061N14Rik	0
C230029F24Rik	0
Prex2	0
Olfml2a	0
4930404I05Rik	0
Olfr1393	0
Zc3h3	818
Olfr1309	0
Olfr215	0
Olfr450	0
Ifi204	394
Olfr732	0
Olfr733	0
Olfr365	0
Olfr1112	0
Sectm1a	0
Olfr828	0
Larp1b	1408
Olfr698	0
Olfr710	0
Olfr700	0
Utp25	1125
Olfr1015	0
Mmgt2	1805
Gpr151	0
Kif6	0
2310043M15Rik	0
Gm35073	0
Gm26685	0
Mir221	0
Mir124-2hg	0
Zfp810	380
Olfr1501	0
Olfr116	0
Olfr148	0
Fndc9	1
Slc38a11	0
Olfr1094	0
Rnf222	0
Olfr100	0
5031410I06Rik	0
Mgat5	2046
B230319C09Rik	0
Dcaf12	5604
Slc16a3	509
Lmbr1l	790
Fam177a	0
Ptprb	0
Olfr1406	0
Olfr414	0
Olfr672	0
Olfr214	0
Olfr678	0
Olfr583	0
Olfr608	0
Olfr551	0
Olfr556	0
Mrpl17	1293
Olfr1436	0
Olfr235	0
Olfr513	0
Olfr429	0
Olfr424	0
Olfr430	0
Olfr433	0
Olfr432	0
Olfr419	0
Slc35g1	470
Olfr1208	0
Olfr818	0
Sdhc	5919
Mrpl54	2830
Olfr1189	0
Olfr1176	0
Olfr259	0
Ndufb5	2199
Trim17	0
Gprc5a	0
Pkd2l1	0
Fn3krp	0
Tmem71	1683
Hbq1a	0
Trim35	5257
Nop53	6261
Caskin2	151
Npl	0
Fpgt	1081
Psg20	0
Pawr	0
AI597479	203
Olfr923	0
Olfr172	0
Olfr173	0
Laptm4b	951
Olfr691	0
Olfr667	0
Olfr668	0
Hibadh	5630
Edaradd	1734
Gm11937	0
Gm11596	0
Krtap9-5	0
Asb16	0
Bud13	1266
Spink11	0
Mir1948	0
Mir1969	0
Mir1963	0
Adh6b	0
Mir409	0
Olfr711	0
Olfr714	0
Olfr705	0
Olfr1122	0
Olfr1134	0
Olfr1120	0
2610318M16Rik	1
2610024D14Rik	159
Platr22	0
Olfr1048	0
Olfr385	0
Olfr381	0
Olfr1054	0
Olfr1056	0
Rnd1	0
Tomm22	6031
Wfdc15b	0
Naprt	0
Armc6	808
Lzic	3270
Slirp	169
Cd74	3134
Pi4ka	2028
Mir210	0
Mir218-2	0
Mir218-1	0
Mir216a	0
Mir181a-1	0
Olfr1008	0
Olfr992	0
Olfr768	0
Olfr770	0
Olfr763	0
Krtap3-2	0
Olfr161	0
Vmn1r229	0
D630041G03Rik	0
Uts2r	0
Olfr371	0
Olfr275	0
Fntb	1250
Mgat4b	682
Morn1	5
Mageb4	0
Olfr541	0
Olfr539	0
Olfr53	0
Olfr171	0
Olfr170	0
Olfr525	0
Olfr60	0
Skint10	0
Gmds	699
Olfr126	0
Olfr1302	0
Olfr1297	0
Tor4a	2949
Actr1b	8972
4930553J12Rik	0
Tlnrd1	147
Trit1	1129
Pcdhgb4	0
Olfr825	0
Olfr826	0
Olfr820	0
Adprhl2	5794
4933421I07Rik	0
Dock4	0
Pnpo	1640
Mir719	0
Mir686	0
Mir684-2	0
Mir682	99
Mir681	0
Mir680-2	0
Mir680-1	0
Zfp709	1
Camkv	1
Olfr73	0
Ice2	544
Olfr378	0
Gm9833	41
Marcksl1-ps4	0
Eva1b	1769
Smim7	2993
Csmd1	0
Fam167a	0
Sntn	0
Usp9y	0
Btbd11	4
Jakmip3	0
4922502B01Rik	0
Slc17a2	0
Mcfd2	3776
Fbxl6	6698
Lrriq3	0
Acaa2	10179
Car5b	0
Rogdi	332
9630028B13Rik	0
Mir485	0
Gm9736	0
Sox2ot	0
Lypd11	0
Tarm1	0
Cdc42se2	3420
Wfikkn2	0
Olfr141	0
Rxfp4	0
Gstp2	1
Gpr141	0
Pcmtd1	2053
Raver2	1
Agap1	0
Foxo6	0
Btnl6	0
B430306N03Rik	126
Rbsn	3834
Antxr2	0
Alg14	71
Gm12408	0
Gm33354	0
Il1f8	0
Obox6	0
Obox5	0
Cadm3	0
Emilin3	0
Clptm1	12862
Creld2	4601
Ncln	3493
Lrp8os2	0
I0C0044D17Rik	0
4930555K19Rik	0
Gm12371	0
Oxct2b	0
Itpka	0
Mgl2	0
Morc2b	0
Nop2	11176
Naa25	4250
Ubn2	41
Tppp	0
Clp1	1418
Cmtm6	11470
Obox3	0
Stac2	0
Sord	403
H2ac12	0
H2ac1	0
Gm11827	0
Gm12354	0
Gm11482	0
Gm26641	0
Gm12724	0
C330020E22Rik	0
Gm13056	53
Slc25a46	5897
Prr30	0
Ece2	0
Tspan10	0
Alg1	2408
4930519L02Rik	0
Mapk15	0
Olfr994	0
Olfr1512	0
Olfr1510	0
Adamts3	17
Olfr350	0
Olfr355	0
Snrpf	9
Plekha2	10875
Olfr114	0
Olfr981	0
Olfr801	0
Olfr780	0
Olfr1366	0
Olfr996	0
Olfr993	0
Olfr995	0
Myhas	0
Gm6345	0
Gm17059	0
Gm33035	0
Gm26710	0
Gm38560	33
Heatr3	5951
Ggact	435
Eif4a3	18757
Acot2	20
Mill1	0
Stx12	566
Ttc12	0
Phldb3	0
Lcor	1004
Dhrs13	49
Kctd2	1526
Fam25c	0
Pif1	0
Slc26a11	403
Psmd11	7511
Fam24a	0
Wfdc15a	0
Coa4	127
Defa20	0
Mrm3	937
Aass	0
Cdk9	7946
D7Ertd143e	0
C130080G10Rik	0
Pycr1	0
Tmem62	1564
Srd5a1	0
Spcs1	3860
Castor2	6
Sptssa	5301
Adi1	1465
Apol10b	16
Gm28042	0
Creg2	0
Klhl11	112
Tns4	4189
Aacs	1710
Cers5	3116
Spdye4b	0
Pot1a	1148
Il1rl2	167
Npffr2	0
L3mbtl4	0
Tm4sf4	0
Edem2	5514
Il31ra	0
Sdcbp2	0
Trim41	119
Cacng6	0
Arcn1	13997
Cd209e	0
Cd209d	0
Hoxd3os1	0
Zfp866	1931
Gm11264	0
Gm28626	0
Gm12374	0
Gm12602	0
Kcne4	0
Prrc1	1289
Otud3	0
Atp6v0a4	0
Esco2	2
Bola1	428
Usp20	24
Gm34746	0
Adamtsl2	1551
Cavin3	0
Ercc3	4274
Lypd6b	0
Noxo1	22
Mcm9	570
Sh3bgrl3	7616
Fam50b	0
Car15	0
Smim11	511
Nap1l3	0
Cavin2	0
Olfr160	0
Slc5a11	0
Olfr175	0
Osr2	0
Wdr17	2
H1f10	75
Anxa13	0
Castor1	0
Zbtb41	0
Tafa4	0
Snord53	0
Chrna4	0
Rnf151	0
Fam221b	0
Aard	0
Tmem74	0
Rab11fip4	0
Zc3h6	137
Catsper2	928
1700018B08Rik	0
Tex55	0
Slc13a1	0
Ublcp1	3658
Zbtb6	225
Tbc1d13	1577
AW209491	3083
She	2
Fbxl14	2641
Ttc22	0
Olfr1030	0
Olfr1020	0
Olfr1002	0
Olfr1009	0
Asb15	0
Olfr998	0
Acaa1b	63
Nr2c2ap	109
Lsm8	1566
4930433I11Rik	0
Osgep	2372
Rap1a	15685
Zfp418	1
Fanci	1
Tmprss4	2
Tmem51	0
Uba6	44
Scgn	0
Ren1	0
Gca	0
Rabepk	1139
Farp2	668
Ifitm2	152
Pak2	18159
Cog2	6296
Frs3	3
Tymp	550
Trpm2	0
Pqlc3	1213
A930013F10Rik	1046
2900005J15Rik	0
Nts	0
Zfp747	623
Sap30bp	4734
Slc25a26	575
Nkx6-1	0
Mir5130	0
Gm10033	8
Btbd19	807
2400006E01Rik	0
Zcchc13	0
Col5a1	0
Slc7a13	0
Ppp1r15b	6024
Pkd1l2	4
Pwp1	2020
Treml4	0
Nae1	1855
Sly	0
Gm36283	0
Tbl1x	5734
Sh3bp4	3
Oip5os1	3316
Mir99a	0
Mir327	0
Mir193b	0
Mir876	0
Mir874	0
Mir190b	0
Mir880	0
2810047C21Rik1	0
1700108J01Rik	0
Atp5mpl	571
Ifne	0
Nexmif	0
Mir139	0
Lypd5	0
Haus4	781
Tnk1	0
Dnajb13	1
Neil3	480
Clptm1l	8636
Haus3	2870
Snrpa1	5727
Slc22a19	0
Smim3	1388
Scaf8	6921
Pacc1	1921
Trim59	6433
Pbxip1	1262
Bbc3	531
Slc13a4	0
Sdccag8	3575
Cep85	2169
Btnl4	0
Ppm1j	0
Abca9	0
Mir702	0
Mir700	0
Strip2	0
Mir615	0
Mir676	0
Mir490	0
Mir721	0
Mir717	0
Dnajc8	10882
Ndnf	0
Dpy19l3	610
Tedc1	1093
Olfr329	0
Rnase9	0
Pcgf3	807
Ap1s3	8
Sdad1	3184
Asic4	1
Ficd	121
Sel1l3	0
Ccdc84	1512
Ppp1r3g	0
Serpinb9d	0
D1Pas1	0
D930048N14Rik	0
Ugt3a2	0
Cbx6	1159
Polh	4
Ldlrap1	1138
Gnl2	6715
Mul1	1628
Ppp1cb	4733
Olfr1099	0
Olfr1104	0
Olfr1109	0
Olfr1195	0
Olfr1106	0
Olfr648	0
Plvap	2
Gorasp2	11794
Adap2	0
Nup107	4537
Olfr1316	0
Trim65	229
Zdhhc9	2177
Zfp595	1140
Phf11a	0
Gjd4	0
Ifna12	0
Dmrt3	0
Slc9a7	2
Mcmdc2	0
Ranbp6	3230
Mb21d2	0
Ccdc184	0
Gapt	0
Olfr1044	0
Trib3	0
H2-M1	0
H2-M10.4	0
Stfa2l1	0
Olfr894	0
Olfr131	0
Gm10190	0
4930528A17Rik	0
Sall1	1
Olfr1220	0
Olfr1219	0
Olfr1214	0
Olfr1205	0
Zc3h10	1849
Cnrip1	440
Dnah5	0
Rtp3	0
Tapbpl	1193
Keg1	0
BC016579	4
Zfp462	0
Manea	59
Zfp697	0
Lrrc3b	0
Nelfe	1881
Mir1199	0
Mir196b	0
Med18	823
Gm12888	0
Usp54	2
Glrx	9166
Gpr45	24
Klhl1	0
Abcg2	0
Fam13a	0
Wfdc12	0
Rspo1	0
Lrrc4	0
1700019D03Rik	1
Nanos1	5333
Fam135b	0
Prpf39	2923
B230219D22Rik	3783
Tas2r136	0
Tas2r139	0
Mkx	0
Iars	3103
Alx1	0
Elmod1	0
Slc35e1	2551
Olfr1131	0
Epc2	1354
Dennd1a	366
Tmco3	1896
Mmrn2	0
Stoml3	0
Npcd	0
St13	6538
Lims2	0
Styk1	0
Mib1	1005
Soat2	0
Dap	2267
Catsper1	0
Mylk	1
Tmem45b	0
Krt7	0
Pip4k2b	107
Olfr1135	0
Olfr1136	0
Cdsn	0
Elmo3	542
Pdxk	203
Def6	15150
Olfr490	0
Rhox4e	0
Slc35e4	0
Bmerb1	0
Prss28	0
Chrna3	0
Pmpca	4742
Rfc4	1360
Epdr1	13
Snx8	355
Pelo	690
Gskip	1104
Fem1c	185
Plekha5	1310
4930503L19Rik	1870
Commd10	3405
Zfp869	1898
Npepl1	4678
Vxn	0
Faf2	11638
Snapc1	1679
Tmem202	0
Zfp74	1496
Avl9	4289
Saal1	652
Memo1	1642
Gm1587	0
Fgf3	0
Fgf2	0
Samm50	4816
Tmem98	0
Tmem131l	10575
4930474M22Rik	0
Tmem41b	724
Kiss1	0
Cd300ld	0
Nr1d1	0
Gm15486	0
Mir878	0
Gm14424	0
Gpt2	1151
Slc41a1	830
C1s2	0
Lingo4	0
Mir6539	0
Mir499	0
Mir1953	0
Mir1949	7
Mir1947	0
4930509G22Rik	2
Sdk2	0
Tctex1d4	0
Mark1	0
Afg1l	1
Olfr1342	0
Tsen2	347
3300005D01Rik	0
Mir20b	0
Mir1224	0
Dhx38	2256
Wwp2	6536
4933411G06Rik	0
Prpf6	3147
Timm29	13747
Fam83g	0
Gm12915	0
Gm11917	0
A630001O12Rik	0
A530010L16Rik	0
Gm5914	219
Lactb2	575
Pp2d1	0
Prokr2	0
Gys2	305
Traf3ip2	84
Fig4	1064
Ccdc66	1690
Olfr926	0
Tmem169	0
Prr11	0
Gm17767	0
Gm8541	0
Olfr870	0
Dhcr24	695
Aco2	9292
4632415L05Rik	5
4930465K10Rik	0
3110070M22Rik	0
Polr3h	3623
Socs7	319
Gm2716	0
9530052C20Rik	0
5330416C01Rik	232
B230110C06Rik	0
BC106179	981
A130030D18Rik	0
E130119H09Rik	0
Ushbp1	0
Rgs8	0
Slc6a13	68
Eef1aknmt	1686
Shisal2b	0
Zdhhc15	445
Gm38410	0
Nlrp6	0
D830050J10Rik	54
Prmt7	6144
Ly6g6e	0
Tut7	6561
Tmcc1	323
F630040K05Rik	0
Adam34l	0
Tyw1	1961
Rassf9	0
Cdk17	34898
Sfta3-ps	0
Gm5106	0
9330104G04Rik	0
Gm29679	0
Gltpd2	0
Atp10d	1750
1700040D17Rik	9
AI661453	0
Ric8a	11269
1700094D03Rik	218
Otos	0
Fev	0
Gm29688	0
Timp4	0
Ifi209	904
Mir29b-1	0
Tmem61	0
4930467J12Rik	0
Kremen1	207
1700122H20Rik	0
E130018O15Rik	0
Gm5099	0
Gm15825	0
Itpr1	1168
A230083G16Rik	5
Gm7819	0
Gm10244	1
F830208F22Rik	0
9230020A06Rik	0
Gm29681	0
Gm45913	0
Gm13848	0
Gm9949	0
9230019H11Rik	0
1700021F02Rik	0
Gm4969	19
Gm5091	0
A930007A09Rik	0
Lamp3	2
1700063H04Rik	0
1700095J03Rik	0
4930573H18Rik	0
Lgi3	0
Erich5	0
Gabpb2	1029
Rab39b	0
1700039M10Rik	0
4921507G05Rik	0
2900040C04Rik	0
2700012I20Rik	0
2310016G11Rik	0
Mir133b	0
Sox6os	0
Mtnr1b	0
4930589L23Rik	0
Ythdf2	7509
Tnks	198
Snord65	6
Snord23	0
Scarna2	0
Mir664	0
Pip5kl1	0
Cnst	3890
Gga1	3462
Tmem185b	2153
Tm2d1	1692
Intu	2
Sgcz	0
Rgs9bp	0
Il17d	0
Tent5b	0
Snora21	0
Ppifos	344
Dusp7	507
Gm9871	0
Aqp11	1
Bola2	338
Vrk3	3711
Cspg4	0
Ell2	1
Wdr81	1355
Ppm1l	0
Gars	6548
Inpp5j	0
Pus7l	2723
Abca8a	0
Pdia2	0
Cdh18	0
Fat1	0
Zfp784	320
Csmd3	0
Scimp	19
Cep126	162
Gm41279	1
Gm8909	79
Nynrin	0
Ankrd44	2658
Slc22a23	0
Zdhhc22	0
Bsph2	0
Foxk2	765
Marf1	18
Phf20	1758
Sowaha	0
Mpv17l2	2057
Hhipl1	0
Cacna1i	5
Col28a1	0
Myrfl	64
Pon2	4421
Boc	0
Zswim4	4194
Adck2	2099
Nhlrc3	91
5031439G07Rik	150
Ankdd1b	0
Gm11758	0
Slc47a2	0
Bex6	0
Rnf207	0
Fra10ac1	1
Xlr5a	0
Serpinb6e	0
Tmem120b	1445
Rabif	5498
4933428G20Rik	0
Zfp408	2
Trcg1	0
Zkscan4	1
Dcaf5	1824
Zhx3	12
Ccdc27	0
Zdhhc17	249
Btbd35f20	0
Dnaic2	0
Clpx	4467
Gm14393	0
Apol11a	0
Lipo2	0
Frmpd3	0
Gm45935	0
Setdb2	0
Ugt2a2	0
Polr3g	157
Gm5938	0
Mrgpra2a	0
4932429P05Rik	0
Timm8a2	0
Ppp1r3d	0
Inpp1	6043
Rhox4g	0
Alg10b	35
Hmg20a	4761
Maged1	895
Pard6b	770
Ush2a	0
Mrps18c	894
Dus1l	4507
Lce3a	0
Spata31d1c	0
Pde11a	0
Cdc42bpg	2
Kcnt2	3
Tmem88b	0
Tmem104	1898
Idnk	2441
Gm5771	0
Vcpkmt	84
Mup6	0
Card9	55
Scaf1	1666
Fam43b	0
Cdk15	0
Nlrp9c	0
Ccno	0
