geneName	BALBc_rep3
Itih4	0
Calr	37158
Egfr	0
Pold2	2348
Efna2	13
Eef2k	514
Eef2	48110
Eef1a2	1
Phc1	1399
Gm32123	0
Kif3c	914
Kif3b	1374
Ppm1a	1447
Ppl	0
Trip6	484
Tfrc	9215
Spen	2302
Klhl10	101
Ccdc96	0
Ccer1	0
Serinc1	7184
Mir7578	0
Pias2	3658
Col6a5	0
Zscan26	220
Stt3a	17502
Prl8a9	0
Cyp2d13	0
Fam83h	0
Cdkal1	3113
Cacna2d1	1
Ppp1r18	4206
Mgll	141
Slc35e3	774
Ribc1	105
Plgrkt	12737
Pkp4	1673
Snrnp200	13457
Phf7	592
Acer3	1138
Osbp2	0
Osbpl9	7071
Bbs12	654
Ncoa6	1725
Acy1	932
Vmn1r221	0
Sncaip	0
Zfp655	3852
Med15	7685
Krtdap	0
Hectd2os	0
Zfp442	0
Ptafr	3
Prdm14	3
Sbno1	8501
Ms4a4b	5182
Sass6	593
Hnrnph2	8971
Gm10030	1
Dsc2	1
B4galt4	0
Khdc4	6207
Gal3st2b	4
Saxo1	0
1700009N14Rik	0
Gkn3	0
Chst11	513
Fibp	4418
Zfp566	1435
Vps28	6332
Dbndd2	156
Ugt2b1	0
Ppp1r27	0
Capn15	2426
Rims2	0
Gak	8304
Slc4a1ap	1650
Fam45a	3661
Alg13	646
Neto2	1430
Mrpl34	3648
Mrpl27	1560
Allc	0
Frmd4a	686
Galntl6	0
Slco2a1	0
E2f6	3547
Chrm3	2
Actn2	353
Enthd1	23
C2cd4a	0
Krtap24-1	0
Klhl32	5
Smim6	54
Lrrtm4	2
Cltb	3240
Irf4	69
Sox5	191
Gm21859	0
Gm5907	16
Btbd35f18	0
Tigit	165
Clcn3	4942
Ell	3682
Elk1	977
Ap1m2	137
Hmgn2	6733
Chmp1b	7805
Ppp4r1l-ps	496
Mir684-1	21
Per1	717
Il17b	0
Tbx21	0
Gdf2	0
Ciao1	3969
Klhl41	2
Cubn	94
Pard3b	2
Macroh2a1	26136
Pacsin2	7334
Tnfsf13	0
Gm13238	1
Gm12669	0
BC021767	5
Atp6v1g2	253
Nudt6	1037
Mme	1
Gripap1	6288
Apbb2	232
Lipg	0
Tac2	1
T	1
Gm30108	0
Tmem255b	1
Magef1	1710
LOC664787	3
Rad50	4368
Lyzl4	0
Klk1b5	0
Cxcr2	1
Cln3	2967
Hk2	367
Gtpbp1	4985
Psma3	12476
Col11a1	2
Dpagt1	3591
4930453H23Rik	1
C430002N11Rik	0
Mir6382	0
Mir6380	0
Syndig1	0
1110032A03Rik	376
Vps4b	9025
Six1	0
Sin3b	9319
Mir7k	0
1810064F22Rik	0
4930455C13Rik	19
Slc35b3	3540
Prok2	3
Isx	0
Naip1	0
Nell1os	0
1700051A21Rik	0
Gm20736	0
1700029J07Rik	91
Arhgap8	0
Noc2l	16795
Gad1os	0
6720483E21Rik	0
1810053B23Rik	0
Rubie	0
Lincred1	2
Bloodlinc	3
Stac	0
Cox8a	7057
Cbr1	2486
Mir6910	0
1700122C19Rik	0
Kif5a	0
Cd151	231
Otoa	4
Lgi2	0
Tbc1d10b	2704
Sec14l2	16
Dnajc19	1524
Mir669a-3	0
Erh	5802
Rbm7	28875
Tipin	3223
Lmx1b	1
Wee2	2
Pak7	0
BC051665	0
Ccdc68	0
Rbms3	14
Gm13872	0
Psmd5	6494
Ifna6	0
Glb1l	93
Mtrex	7225
Pin1	6600
Crispld1	0
Odam	0
Hjv	0
1700001L19Rik	0
Izumo3	11
Tm7sf3	678
Gm13710	0
Snord98	14
Heyl	96
Hey2	0
Lemd1	1
AY512915	0
Pou2af1	1954
Ddx50	7928
Zc3h12b	147
Gng5-ps	76
Serpinb9e	0
Igsf9	230
Txlnb	126
Fam50a	4911
Ppp1r3f	47
Snx11	1633
1700094M24Rik	0
Pspc1	2030
Oma1	1284
Fabp12	5
Arhgap17	2353
Sf3b2	26938
Col9a2	0
Gm38667	0
Zfand3	1953
Cnppd1	7222
Rpf2	4146
Olfr1461	0
D630039A03Rik	0
Olfr1412	0
Olfr1394	0
Olfr1402	0
Olfr1311	0
Olfr448	0
Olfr930	0
Gm9054	0
Elf1	29274
Cap1	17321
Tmem11	3004
Arsj	0
Zfp867	20
Mark2	8107
Dctn3	4871
Vmn1r259	0
Dthd1	0
Ghrl	1
Gm21708	0
Rnu3a	9
Fxyd6	0
Fuca2	4392
Lypd8	2
Olfr1300-ps1	0
Trmt61a	1886
Alpl	1794
Sting1	4146
Brd3os	52
Sult2b1	268
Olfr1437	0
F11	0
Apoa5	0
Sh3pxd2a	113
Sf3a2	3367
S100a8	0
Foxo3	28
Foxo1	1195
Idh1	253
Man2b1	23127
Man1a2	4625
Usp5	10495
Usp4	16757
Rnf123	6590
Faap20	2910
Ly6m	1
Myd88	3816
Mycs	0
Olfr871	0
Olfr1221	0
Olfr1217	0
Cxcr6	2706
Erap1	7748
BC048403	98
Atp1b4	0
Ccdc144b	1
Ugt2b37	0
Mir7016	0
Gm20750	0
Rps6kl1	364
Plac8l1	0
Gm4922	0
Clrn1	0
Lats2	1322
Tbc1d1	4898
Senp5	2014
Gm32168	0
Foxi3	0
Kng1	0
Zfand2a	2145
Ccdc25	3470
Stap2	0
Pcdha1	0
Nploc4	6323
Crtc1	2186
Gm2237	177
Lin37	3311
Mir883b	0
Cd274	6500
Syt9	0
Fndc5	10
Capn10	917
Sfn	3
Trpm1	910
Sult1c1	0
Eif3d	15824
Golga4	4365
Ngdn	5714
Mfap3	2005
Snora41	124
Snord89	13
Snord47	70
Qsox2	1841
Gmpr2	2831
Ubqln1	15609
Rab5b	800
Car11	0
Atxn1l	150
Usp45	1366
Ccdc148	298
Gm5089	0
Cyth2	5895
1700011L22Rik	1
Mrps18a	3155
Gpr88	0
Itm2c	16354
Ptges	1
Slc13a2	0
Arrdc2	1501
Cabcoco1	86
Ces3a	0
Sec24a	422
Canx	21942
Parp3	1637
Chmp1a	8980
2610306M01Rik	177
Trnp1	0
Polr2m	15624
Gm4792	0
Ascc1	1037
Pan2	1525
Pglyrp2	1265
Mir7017	0
Bloc1s1	1430
Gbx1	0
Galr3	0
Dnmt3b	779
Rnaset2b	17
Doc2a	696
Cnnm3	445
Haus5	2107
Dtwd1	738
Mir6360	0
Mir23a	0
Mir22	0
Vmn1r207	0
Gemin5	4805
Smok4a	0
Tgfbr3	104
Tgfb1	1053
Tff3	43
Utp4	5814
Grin1	0
Srp14	5682
Eif3e	12245
Ins1	0
Inpp5b	24809
Mucl2	0
D030024E09Rik	0
Frg1	6592
Zfp51	1756
Ubxn1	7290
Sf3b4	10718
Mmp21	8
Lrrc7	138
Gm40893	16
Calcoco2	0
Olfr178	0
Olfr177	0
Zic1	0
Aqp2	0
Il6st	5386
Foxe3	0
Mir344b	0
Gm45915	10
Slu7	12991
Smarca4	8790
Ppp2r5d	5955
Tcp11	102
4930593C16Rik	0
Ceacam1	98
B130024G19Rik	0
Tex30	3015
Urad	0
Olfr1339	0
Olfr295	0
Olfr1157	0
Olfr1161	0
Olfr1090	5
Olfr1087	0
Olfr1098	0
Olfr1107	0
Olfr1097	0
Olfr1487	0
Olfr272	0
Olfr1126	0
Olfr1132	0
Olfr109	0
Nfkbiz	4013
Acnat1	3
Gm20745	0
Xlr3c	0
6430503K07Rik	0
Fads2b	0
Rhox8	0
Trpm7	5254
Cacul1	1833
Pebp1	7389
Msln	0
Babam2	2211
1700001F09Rik	0
Slc37a2	1131
5730405O15Rik	36
Epb41l4aos	327
Mir3967	0
Nat8f3	0
Cklf	902
Ccdc9	2336
Slc4a4	1
Klk1b24	0
Ik	11968
Erdr1	1131
Zfp273	156
Pfdn6	3076
Vegfb	309
Prn	0
Spop	12593
Gramd1b	16925
Gmppa	2848
Stxbp2	13377
Pacs1	3411
Cfdp1	5365
E130308A19Rik	1625
Btbd10	2751
Vmp1	8358
Unc50	3392
Asna1	1542
Wdfy3	3
Nxf7	0
Ankrd16	4176
Zfp62	4472
Cyp2d12	0
Pxmp4	877
Slco6c1	0
4930570G19Rik	0
Cnksr2	0
Ripor2	3386
Mup2	0
Prickle3	524
Psmb5	2540
Psmb1	10858
Psen2	2263
Cyth3	3870
Col18a1	5
Mir344h-1	0
Ghr	0
Syt4	0
Tfam	3533
Tex9	840
Naa20	3117
Coq10b	1311
Hscb	615
Rps19	10755
Exoc3l2	0
Terc	7
Cystm1	8
Efcab14	3529
Aimp1	2751
Dlx1as	1
4930567K20Rik	0
Efcab6	0
Mir378a	0
Mir500	0
Ssna1	8372
Gm20759	0
4930563E18Rik	0
Olfm3	0
Rest	7670
Smu1	12440
Taf9b	588
Mir466l	0
Gdf9	0
Hmgb3	4124
Hmgb2	7760
Ncf4	130
Pde8a	1
Bmp8a	57
Il18	0
Adcy8	0
Adcy1	129
Zmym3	3127
Get4	5353
Galnt1	4465
Pfn4	0
Cdh26	0
Fbxl22	64
Psmb11	0
Rnf38	8995
Slc25a16	1634
Tsr1	4481
Ddx39	16596
Olfr803	0
Elmod2	756
Alg2	1988
Stk16	6821
Efhd1	1
Slc36a1os	0
C130021I20Rik	0
Mir6375	0
Mir6370	0
Herc1	4487
Tas2r125	0
Mir466b-2	0
Syngap1	8
Dcxr	177
Htr5a	0
Nisch	24558
Gnaq	22
Tsg101	9535
Rnf4	15132
4930447K03Rik	0
Kcnab1	1
Kcna7	0
Fech	778
Fdxr	2875
AF357426	0
Dcaf11	10235
Gas6	3
Sec11a	6582
2610528J11Rik	0
Tnfaip8l1	1335
Spc25	539
Magohb	671
Skap2	761
Gria4	0
Coprs	152
1810007C17Rik	0
AI504432	2777
Gabrq	0
Ccrl2	1
Nol9	5342
Gm4890	198
Izumo2	0
4930579G18Rik	21
Adamdec1	0
Cd164	16697
Nabp2	1356
Rsbn1	2481
Arhgap6	0
1700099I09Rik	0
Pkd1l3	34
Tas2r121	0
Rhof	2011
Slc31a1	2274
Tas2r113	0
Tas2r109	0
Tas2r106	0
Tas2r104	0
Gab3	454
Clec18a	0
Macroh2a2	0
Gpr152	1
Usp49	33
Gprasp2	559
Gp6	0
Mup1	0
2310005E17Rik	0
AA545190	0
Rtn3	9835
Mir467a-6	0
Osbpl1a	68
Gm773	16
Ccr6	1
4930515B02Rik	0
Ptp4a3	7640
Rxfp2	0
Tubb5	80319
4933417D19Rik	17
Oaz2	4596
Numbl	1
Slc1a2	3
Galnt17	1
Oas1a	51
Rhov	5
0610040J01Rik	0
Rnpc3	3290
Fam160b1	1666
Lzts2	78
Me2	3969
Cyb5rl	506
Dtx3	7264
Oard1	1777
Ints14	5437
Ugt3a1	0
Vars2	939
Trpm4	105
4933407E24Rik	0
Lair1	1
5730408K05Rik	37
1700054K19Rik	0
Hhatl	0
Fam162a	4613
Mllt3	3754
Tagap1	5236
Prm3	0
Mapk8ip2	0
Ttc6	3
Ube2d3	38292
C030018K13Rik	0
Kif1a	3
AI463170	0
Ctdspl2	3697
4930465M20Rik	0
Gm20757	0
Gm38426	250
Mir6911	0
5830444B04Rik	0
4930480K23Rik	187
Epb41l4b	0
Snhg15	1032
Lmtk2	1954
Tango2	1383
Mir6995	0
Tiam2	9
Zfyve21	331
Gm8624	8
Gm14486	0
Tbxa2r	289
Zfp40	395
Vmn2r36	0
Vmn2r35	0
Vmn2r34	0
Vmn2r33	0
Vmn2r32	0
Mir7035	0
Car1	0
Pag1	2957
Oxsr1	4771
Dnah3	53
Psmd2	28903
Cgn	5
C4b	0
Nrn1	7
Mrgpra4	0
Lrrc41	2767
Opalin	0
Txndc2	0
Spata21	1
Catsper4	0
Insc	0
Snord32a	12
Gm14590	0
Hjurp	147
Itgb1bp1	2574
Zbtb43	3209
Lpin1	2946
Hmgxb3	5047
1500015A07Rik	923
Stmn1-rs1	0
Wtip	0
Zbtb38	2138
Myh13	0
Mbd1	4159
Mbd3l1	0
Ccdc120	180
Slc38a2	21696
Trmt6	4314
Cenpl	1237
4930528H21Rik	0
Gm13375	3
Gclm	942
Cyb561	99
Arhgap33os	0
Snx7	2
Gm13539	0
P2rx4	1700
A830052D11Rik	0
Carmn	0
Gm21057	0
Rab17	0
Rab11b	14792
Nsg2	107
Gp1ba	9
Got2	7701
4930401O12Rik	0
Sipa1l3	313
Ddx11	1696
Ccdc97	6259
Fgf14	1
Ccdc92b	0
Gm10377	0
Nip7	5761
Cherp	7797
Ppp1r12a	3889
Cerox1	78
Hnrnpk	84883
Paox	651
Eloc	5871
Osmr	0
Gamt	0
Prss52	0
Arhgef4	513
Asah1	679
Stx7	4099
Vamp4	4928
Irx6	0
Spdef	0
Gng13	0
Scmh1	1599
St6galnac3	10
St6galnac1	0
Nudt21	3458
Fam217a	53
Klf16	339
Rgmb	8
Ccdc89	0
Trnt1	2693
Slc25a3	13345
Il24	4
Olfr807	0
Olfr808	0
Olfr799	0
Cmtr2	1420
Ces4a	19
Ccm2l	0
Pard6g	2127
Wnt16	0
Gpnmb	0
Olfr2	0
BC028528	0
Atp7b	118
Cfap20	3512
Fbxo21	1714
Slc35a3	1092
C130060C02Rik	6
4930473O22Rik	0
4930556N09Rik	0
4930545H06Rik	0
Mknk1	2741
Cmtm5	8
Tmem68	2123
Stmn4	0
Gria3	156
Atp13a5	1
F830045P16Rik	0
Gpr1	1
Uxs1	1823
Has2os	0
Rag2	3
F7	0
Mcur1	2732
Tpbgl	43
Slc5a9	0
Gm5547	1
Ppp4r1	1840
Vmn1r157	0
Pnldc1	3
Ripply1	0
Clec2i	5578
Dcun1d3	1274
Mfrp	0
Ager	41
Rbm4	4
Pemt	136
Sirt4	1823
Ccdc125	2357
Mir7668	0
Mir7667	0
Adam8	43
Magel2	0
Akr1c13	797
Tjp3	500
Mir7664	15
Slc25a19	3109
Chil3	0
Mlana	0
5031434O11Rik	275
Ctu2	4827
Glcci1	1983
Khdrbs2	0
Mill2	0
Zkscan1	1560
Mefv	0
B630019K06Rik	104
Gapdh	69487
Pola1	932
H2-T23	10527
Mcm10	544
Rassf4	225
Tnpo3	6379
Ticam2	112
Gm16023	122
Serpina1a	0
Tinag	0
Hand1	0
Svip	0
Mir377	0
1700024F13Rik	0
Gm6602	0
Zfp995	470
Snora19	0
Rassf7	902
Cep295nl	76
4930578M01Rik	3
Add1	9246
4833427F10Rik	0
Alas1	2216
C1d	5723
Nfs1	3490
Mir467f	0
Helt	0
Npr2	1
Zfyve1	1270
Pla2g3	0
Tafa3	1
Nrl	0
Cct3	33417
Nrk	0
Mdh1	17556
Mdh2	29880
4921513H07Rik	0
Gm6117	0
Tle1	141
Mov10	1586
Hivep1	73
Il10ra	547
4930548J01Rik	0
Cwc27	1675
Fryl	4966
Zfp629	1166
Kbtbd2	7491
Cdiptos	24
Mir7647	0
Gm10538	0
Spp1	0
Plekhg5	794
Hoxc9	1
Strn3	2407
Gsdmd	3973
Plscr3	3018
Mvk	779
Ppp1r14d	0
Tacstd2	841
Steap1	0
Eef1akmt2	1337
Ugt2a3	1
1700031P21Rik	0
Ythdc2	962
Gm13363	0
4933433G19Rik	14
Mir6351	0
Zbtb5	1807
Med16	4294
Pla2g1b	3
Prelid1	12613
4930563M20Rik	0
Snca	0
Tma16	1266
Rabac1	2795
Dhcr7	1837
Aff2	1
Mir666	0
Mir1198	0
Mir1195	2
Mir126b	0
Ptges3l	401
Mtfr1	4965
Gpatch1	1897
4933401H06Rik	0
Gm16596	0
1700092C10Rik	0
Hsf5	3
Krtap11-1	0
Itsn1	31
BC051142	2
5930403L14Rik	0
Eif2b3	2881
Uroc1	1
Rad51	922
Glra4	0
Klra21	0
Cadps	14
Trhr	0
Tnp2	5
Gm3219	58
A930003O13Rik	0
Rpl35a	675
4931406B18Rik	0
Nol7	6787
Izumo4	825
Gpn3	2627
Krcc1	3661
Pyroxd2	9
4930455D15Rik	0
Etaa1	1863
Higd2a	2887
Cpsf2	3015
Ndufaf3	1724
Tfe3	2165
Slc25a2	14
Ccr1	0
2310015D24Rik	0
Map10	0
Zdhhc12	959
Ccdc3	3
Mtx3	209
P2ry1	1
Tyrp1	0
Phtf2	3957
Lhx6	0
Zfp239	679
Fscn2	28
Crygb	0
Gas2l1	135
Ttll6	0
Abracl	4937
Bex4	22
Celsr3	15
4930417O22Rik	0
Resp18	0
S100a4	12
Mir1933	0
4430402I18Rik	39
Nipal1	1499
Gm15133	0
Lyplal1	0
Snord37	13
4933433H22Rik	4
4930433B08Rik	0
4930470O06Rik	0
Fggy	120
4930477N07Rik	0
Ect2l	0
Gpx2-ps1	45
Rbm3os	138
Arhgap20os	26
Ifnar2	6378
Gpr146	3
Bnipl	4
Aspscr1	6843
Btbd35f5	0
Rpa1	19432
Sash3	19493
Eml6	33
Zfp189	536
Rnf121	1693
Orc2	3406
Gemin8	696
Fchsd1	1289
Ints8	4515
Gm20867	0
Slfn3	70
Slfn2	108
Slc8a1	0
Slc4a1	0
Nme8	0
Ppp1r3e	23
9330117O12Rik	0
Slc41a2	94
Vmn1r85	0
Slco1a6	1
4831407H17Rik	0
4930518P08Rik	0
Lce1i	0
Rarg	1
Vps25	6248
Gga2	2090
Ids	1499
Nppc	0
Pnoc	6
Sptbn4	28
Wbp4	4083
Vmn1r188	0
Ctdnep1	1108
Klhl4	185
Smyd1	0
Cyb561d1	1730
Rab27a	1027
Pcdhb12	0
Pcdhb11	113
Dhx34	6726
Slc6a20a	0
Helz	6271
Rufy1	1321
4930435F18Rik	0
Lypla1	8110
Nckap5	0
Tdg-ps2	0
Stxbp3-ps	12
Tasp1	1231
Gm8882	0
Esp31	0
Esp34	27
2310065F04Rik	0
Eif2d	3401
Gm10767	35
Phkb	2723
Hfm1	22
4732414G09Rik	0
Mrap2	2
Cd36	0
Tmem273	0
Lck	74604
Atad5	1872
Malt1	2171
Slc35d1	1823
Tex48	0
Tmem164	1971
Calml3	0
Tmem70	2905
Gar1	5489
Cdh13	0
Cenph	428
Ugt8a	1
Caln1	1
Olfr156	0
Clstn2	0
Mecr	1919
Sh3rf2	0
Fscb	0
Prkd3	4715
Slc10a3	2785
Dtx2	1639
Mir7018	0
Lsamp	4
Twnk	1348
Rab30	97
Samd7	0
Spata24	308
4930579G24Rik	1160
Gltp	8898
Cbln3	0
Rcan2	0
Tmem14a	39
Cldn22	0
Tmem225	22
Dmrtc1a	0
Rtn1	4
Akirin2	2298
Naa50	5166
Elovl7	2
H1f2	103
Tmod3	8035
Dctpp1	1770
Spast	2174
Cd160	2515
Rasgef1b	0
Pacrgl	1184
Zkscan14	1785
Ddhd1	1192
Ctxn1	195
Ccser1	0
Gm5111	0
Mttp	43
Hnrnpa1l2-ps2	1
Nme9	0
Atp5a1	52574
Mir7022	0
Mir7020	0
Mir3968	0
Scgb2b19	0
Gm10229	0
Dlg3	1645
Fsip1	0
Rnf148	0
Taf3	3272
C1galt1	851
Dmrtc2	0
4930474N05Rik	0
Nmrk1	149
Adam6a	0
Mir7023	0
Tcf3	18688
Ntsr2	0
Galnt16	0
Mettl5	766
Mir19b-2	0
C030013G03Rik	1
2610027K06Rik	0
Foxp4	796
Vmn2r42	0
Vmn2r10	0
Vmn2r30	0
Vmn2r37	0
Pcsk4	586
Mob4	4630
Lyzl1	0
Zc3h13	6939
Rnase2a	0
Ear6	0
Eloa	7372
Itga3	48
Stx5a	7815
Zfp385b	5
Cd200r3	0
Cabp4	0
Zc3h11a	6535
Map11	1386
Grm3	2
Vmn2r118	0
Ppig	5370
Cntn1	0
A330035P11Rik	0
A330069E16Rik	117
Zswim8	2361
Prl8a8	0
Klhl28	760
5430434I15Rik	0
Usp38	8973
Atp1a2	0
Ccdc85b	3291
Mex3d	236
C2cd4c	0
Hist1h2ap	0
Hist1h2an	5
Il15ra	130
P3h1	371
Akap11	2511
Cct6b	47
Mir8112	0
Crxos	2
Scgb2b3	0
Fut7	71
Gtf3c6	3620
Prdx4	1256
Hsd17b10	4805
Abcg3	6
Ccdc38	110
Cables1	55
Otud5	10460
Vmn2r29	11
Taf1b	2890
Iqcf6	0
Zfp212	1107
Irf1	4572
Lhx8	0
Mnx1	0
Hbegf	0
Tbx15	0
Dnmt3aos	6
Mir7025	0
Inpp5a	350
Macf1	7974
Xlr	177
Casp2	9146
Mknk2	8422
Galnt3	119
Ddb1	15572
Cyp4f41-ps	26
Vmn1r256	0
Cd47	5134
Prdm10	542
D430041D05Rik	14
Mia2	11100
Pkp2	0
Gm6654	22
Hmox2	2975
Tinagl1	0
Zfp235	1547
Prkci	1768
Igf2bp1	7
Ramp2	0
Gipc2	1
Stk39	209
Rfk	6991
Abl1	3163
Atrx	18018
Wnt7b	0
4921531P14Rik	0
H2-T-ps	637
Atxn2l	5628
Asphd1	0
2310043L19Rik	0
Mir763	0
Mir764	0
2700046G09Rik	0
Gdap1l1	3
Nit2	1333
Grk4	192
Spag6l	0
Atp5b	95355
Ech1	4312
Yipf1	2457
Mir7653	0
Tor2a	6658
1810020O05Rik	0
Lrp12	619
Gnat2	0
Aplnr	0
Agr2	1
Adamts5	1
H2-Eb1	0
H2-Ea	41
Elavl1	19549
Slc6a4	0
Htr1b	0
Mir6925	0
Mir6924	28
Gm3776	0
Aasdhppt	3023
Atp11c	2121
Gpr20	0
Zfp445	5406
Agrn	111
Magea1	0
Med6	1013
Klf3	568
Slurp2	0
Pkn1	6712
Pqbp1	8746
Ly6i	0
Gm9789	0
Urah	0
Fbxl21	2
Rdx	4981
Rpl28	5711
Htra3	2
Mrpl9	5278
Gm16451	0
Cnih2	3080
Lilra6	1
Gjb6	0
Rbm25	17822
Klhl36	1004
Rfwd3	1933
A730056A06Rik	0
Dleu7	335
Plac8	2945
Paip2b	724
Fgd2	1
Dynlt1a	21
Axl	1
1700092M07Rik	14
Snord49a	63
2210409D07Rik	0
Adora1	2
Ccne2	116
Sntg1	5
Nt5c3	3375
Duoxa1	57
Carmil2	13821
G6pd2	3
Snu13	4169
Tnc	361
Fto	6489
Atp6v1d	4614
Glt8d2	112
Rrp7a	4545
Pgam5	5639
Apcs	7
Khdrbs1	19893
Pdlim1	2671
Bysl	3253
Mir6912	0
Gsto1	324
Sh2d1a	10126
Isg15	193
Clec3b	0
Tlr6	214
Tbpl1	3078
Col5a3	5
Ets2	5297
Cops4	7350
Taf2	4711
Gm7244	0
Mir214	0
Rps3	23078
Ccl2	0
1700010J16Rik	0
Cep97	2662
Tlr5	0
Tbc1d19	755
Kcnj16	0
E030018B13Rik	0
Gsg1	16
Gm3716	0
A330102I10Rik	13
3830432H09Rik	0
Aar2	2410
Mto1	2025
Yju2	1076
Klrc3	0
Vmn1r91	0
Vmn1r224	0
Unc80	3
Ptprd	11
Clta	4630
Cd63	21
Cd59a	2
Cd53	82972
Mir6915	0
Mir6914	0
Tm7sf2	1192
Prl3a1	0
Insyn1	0
Papola	17539
Sycp1	101
Socs6	2412
Sec61b	3169
9030204H09Rik	0
Rnf13	2576
Nhs	0
Smarcc2	6511
Nudt18	1332
Tmem81	293
Mfsd8	1655
Dhx36	4240
Iah1	817
Ctdp1	2369
Pax8	0
Fut11	2613
Tmem192	1681
Echdc3	43
Camk2n2	12
Sec13	11021
Ttc9b	3
Mir674	0
Mir496a	0
Mir7654	0
Mup22	0
Tspear	86
Mir7028	0
Selp	2
Kdm4b	6533
Tle6	67
D630024D03Rik	0
D830026I12Rik	0
Myo1c	1567
Mfap4	0
Cfap70	0
Mir466h	0
Mir466g	0
Mir466f-1	0
Mir465c-2	0
Gm20858	0
Josd2	2889
Mir6932	0
Mir6931	0
Smpd4	3631
Spaca6	59
Papss2	0
Mir7689	0
Mir5119	8
Mks1	1013
Sugct	29
Maats1	23
Dpy19l4	474
H2bc4	0
Kcnj14	32
Nol10	2005
Trpv5	0
Ddah1	1
4931440F15Rik	1
Hspb8	0
Tas1r2	0
Tas1r3	323
Msh4	0
Prkab1	5560
Tas1r1	1
Adcy3	94
Sap130	2026
Spin2-ps1	0
Mobp	0
Gm15413	0
4930543E12Rik	0
Inha	0
Ilk	11658
Gla	724
Adrb3	0
Oprd1	0
4930539J05Rik	0
Yy2	637
Pwwp2b	227
AF357399	16
Snord68	42
1700027F06Rik	0
Gm8765	0
Cbx4	3569
1700020D14Rik	0
1700066J03Rik	0
Pcif1	10887
Arhgap15os	0
D930015M05Rik	8
Map4k4	2784
Srm	8530
Crbn	8565
Plcb3	1139
Chac2	192
Mid1ip1	805
Renbp	1597
Spock3	0
Ankrd9	887
Tcam1	0
Txnrd1	5551
Chst9	0
Kat5	3352
Ncf1	184
Tmem91	42
Trub2	1592
Rhbdd3	846
Xlr4b	2837
Pgm3	946
Gm8615	5
Alkbh1	8120
Vmn2r20	0
Vmn2r19	2
Tlr1	107
H2al1h	0
Mrps21	1524
4930581F22Rik	87
Taco1	593
Trim32	1116
Myh11	0
Mapk8ip3	5226
Cx3cl1	1
9930111H07Rik	0
Gm12130	0
Macc1	0
Cldn34-ps	0
Utp14b	105
Lrrc43	0
Fshb	0
Has1	0
Cypt1	0
Ambn	0
Gm4265	0
Clec2f	0
Terf2	2237
Mir7030	7
Wdr5	4145
Ttc7	1359
Ftcd	0
4933408J17Rik	2
Flrt3	1
Fbxl13	0
Zpld1	1
Mief1	2934
Rxfp3	0
Cep104	2204
Tssk5	0
Ttc29	0
Arhgap35	629
Leng8	12038
Neurod6	0
Atf4	11853
Asgr1	0
Arsa	1294
Arsb	184
Artn	0
Art1	85
Arnt	1938
Rnd2	122
Arhgap5	542
Ccn3	0
Mettl15	528
Glipr1	4022
Rnft1	4707
Slc39a9	2728
Wdr48	7559
P2rx7	564
Defb47	0
Acsbg2	2
Sema6b	32
Gm18852	0
3110045C21Rik	20
Pdxk-ps	54
A230020J21Rik	11
Pin4	489
Dapk1	1731
Ucn3	0
1700022E09Rik	0
Gm15517	0
Tnfrsf9	6996
Cd40	0
Tnfrsf1b	4898
Dvl3	3627
Wdr12	2308
Mir7031	1
Foxa2	0
Dzip1l	0
Ppa2	3963
Dph7	1759
2310008N11Rik	6
2810471M01Rik	0
Epn1	853
Ptprs	4527
Gm13030	0
Atp6v1a	4698
Mir7036	2
Mir7032	0
A430090L17Rik	132
4933416M07Rik	3
Itsn2	4855
Acly	21240
Sytl2	929
Penk	0
Guk1	3248
Gucy2e	208
Gm14781	0
Icam4	63
Pmis2	0
Sun1	7111
Wdr73	3703
Ces1h	10
Akr7a5	1890
Pabpc4	1316
Adgrg1	750
Xlr5c	0
Dnaaf2	3018
Scrn1	4
Taf1d	3704
Tdrd9	2
Ucma	0
Tmem120a	1987
Isy1	7339
Dgkg	387
Entpd6	2384
Tox2	3770
Pdgfra	3
Twist1	0
Tuba1b	19907
Tuba1a	22044
Tnfrsf4	84
Hs6st3	1
Pigb	967
Rxylt1	1124
Pakap	3
Cckbr	0
Cdk5	2807
Lcp2	54962
Ly6l	8
Zfp966	0
1700017N19Rik	0
Trio	519
Prdm13	6
Aplp2	1347
Cep95	2313
Clec4a2	0
Rbm3	10950
Olfr1055	0
Gm32461	2
4933429O19Rik	0
Necab1	0
Gm12830	0
Gm10556	0
Ddx39b	11102
Gm17746	0
AU040320	2756
Mir758	1
Snora31	51
Pwwp3b	0
Tctn3	692
Ak3	5359
Sntb2	220
Efnb2	0
Sema3e	2
Mir7038	0
Rhobtb1	0
Tardbp	9092
St6galnac6	0
Srsf10	10404
Cd3g	54457
Cyp11a1	185
Zbtb20	1090
Sgcd	0
Adra2a	0
Kif27	21
AU040972	0
4933406C10Rik	194
Gm5441	0
Havcr1	0
Itgb2l	0
Kif4	220
Ankrd22	0
Smc3	9338
Lsr	187
Alyref2	597
Smad9	0
Sgta	9240
Cfap97	1448
Mre11a	2679
Nudc	10599
2500004C02Rik	204
Pkia	0
Zfp882	209
BC035044	2908
Susd6	5424
1700021N21Rik	0
5730460C07Rik	0
Ifi203	2517
Il12b	0
Rd3	0
Grhpr	2098
Kpna7	1
