geneName	BALBc_rep2
Olfr1364	0
Rita1	199
Gstk1	0
Wdr6	3963
Pstpip2	3
Catsperb	0
Exoc4	2944
Gm36536	0
Raph1	1197
Kncn	0
Arhgap32	0
Defb25	0
Mboat2	1
Ndor1	3994
Ccdc126	2420
Tyw5	1017
Pepd	1688
Rhox5	0
Plau	0
Csnk2a2	80
Ldha	51134
Bbx	621
Hmgb1	17804
Slfn10-ps	81
5730488B01Rik	3
Camk2d	2435
Psip1	7053
Crybb2	0
Fam155a	0
Cdkn2c	311
Fancd2	4
Dnajb3	0
Alppl2	0
Alg12	558
Tbc1d22a	1748
Cd27	33081
Shroom1	0
Olfr20	0
Olfr376	0
Pnisr	11709
Olfr267	0
Olfr1188	0
Olfr1180	0
Olfr1179	0
Olfr211	0
Olfr1377	0
Olfr1378	0
Olfr51	0
Olfr1280	0
Olfr1282	0
Olfr853	0
Olfr851	0
Pirb	0
Ggt7	2082
Olfr1199	0
Igfbp3	0
Igfbp1	0
Tsx	0
Hk3	0
Kif1b	407
Trex1	0
Plscr1	497
Trp53	19765
Atp11a	63
Zfp13	0
Ammecr1	477
Trap1a	0
Snx33	1309
Fcgr2b	0
Nras	7174
Nr1i2	0
Npy6r	0
Orm3	0
Kcnab2	3332
Snord16a	108
Snord110	0
Zscan25	5
Senp8	605
Ccm2	13214
Cpeb1	4
Pcmt1	3349
Igbp1	646
Serp2	522
Mir297a-3	0
Mir18b	0
Gm1995	0
Cyp4b1-ps2	0
Mir3106	0
Mir6962	0
Arfgef1	2684
Zfp185	0
Vmn2r27	0
Rhobtb3	3
Ccdc18	16
Bmper	0
Mir1896	0
2810414N06Rik	0
4930549C15Rik	0
B330016D10Rik	24
Rnaseh2b	1647
Ces1d	0
1110059E24Rik	2338
Batf3	0
Cst11	0
Pom121	1111
Rbm5	15829
Atp1a1	11219
Stn1	1627
Ccdc169	0
Vmn2r21	0
Wdr36	5212
Zcchc2	365
Serac1	321
Smarcb1	7426
Serpinb12	0
Aip	4500
Ifitm7	0
D830013O20Rik	0
Etd	0
D6Wsu163e	730
Rtcb	7814
Mlec	12695
Rbm15b	3144
Cdk5rap2	985
Exosc4	3737
Mrps27	2516
Miga2	359
Akap6	0
Uncx	0
Ramp3	201
Trpc3	0
Mir7010	0
Gm5766	0
Spi1	0
Serf2	4208
Sema7a	219
Bmp4	0
Mif	10064
Nat14	216
Grik2	0
2010010A06Rik	0
Prnd	0
Trp73	0
Picalm	1559
1700022H16Rik	0
Dmxl1	1703
Irf7	2414
Zfp119b	0
Dnah7c	0
Myl10	0
AI427809	0
Dusp13	0
Phf21b	202
Uqcc1	1447
Yjefn3	7
Gemin6	560
Hspb11	131
Grap2	98
Mir1901	0
Mir1893	0
Mir1898	116
Mir1906-1	0
Cplx4	0
Atpaf2	1887
Tex22	0
Mir7228	0
Mir7222	0
Eif2ak3	3404
Tbc1d15	5160
Fam234b	3241
Mir450-1	0
Arhgef7	664
Qrfprl	0
Zbtb21	2750
Shroom4	1
G3bp2	12418
Gm5415	0
Tdpoz8	0
Odaph	0
Gm10413	0
Stk38l	164
Cenpo	106
Slain1	1380
Cma2	0
Tdrp	356
Mir7011	0
Krtap26-1	0
Cth	0
Slc25a41	3
Epop	4076
Nt5dc3	36
9530003J23Rik	0
Gnb4	2596
Gnb3	0
Kcnip3	0
Snap91	0
Kdm5c	8680
Tecta	0
Dnaaf4	0
1500009L16Rik	0
Rfpl4	0
Vwa5b2	0
Was	1015
Nrsn1	0
2310079G19Rik	0
Ccdc78	0
Ifi47	4707
Myo10	0
Ggt1	0
Cct5	29379
Hhex	1402
Pdk1	162
Lhfpl3	2
Ripk1	4662
Tnni2	0
Gm6570	0
Gsc	0
Il18bp	45
Tle3	6578
Mir216c	0
Spic	0
Ccr4	746
Tubgcp6	3053
Reg4	0
Pcnx4	155
Tmem179b	2182
Tob2	4570
Xpo4	2820
Lipt2	0
Snora28	336
Mir1931	0
Tmem246	0
Arhgap28	0
Mir875	0
Mir449b	0
Mir466d	0
Stim1	1751
Elmo2	4282
C8a	0
Vwa7	0
Oas2	254
Med13l	1274
Hcfc1	10045
Inhbe	0
Fosl2	0
Fosb	1
Phkg1	0
Phf2	414
Prmt9	1680
Sv2b	0
Tmem132a	258
Nol12	1980
Irak3	1048
Bbox1	0
Aste1	1798
Emx2	0
Hnrnph1	17002
Ttc38	550
Cryba1	0
Cxcl16	1
Mir467g	0
Mir466k	0
Csn1s2a	0
Med28	4005
Cyp2j13	0
Anapc7	1543
Nudt5	1664
Gsdma2	0
Dbnl	22349
Csrp3	0
H2-Q8	0
Gm1070	0
Zdhhc2	0
Gm536	0
Kars	8628
Kifc3	674
Dmrtc1b	0
Gm973	0
Asb7	276
Zfp654	3364
8030423F21Rik	0
Znrf1	8664
Sirt3	999
A230103J11Rik	1
Zmiz1	4536
4921518K17Rik	0
1700072I22Rik	0
Cd226	207
3110040N11Rik	386
Ino80e	2452
Mir8111	0
4732471J01Rik	0
Gm10825	0
Vmn2r38	0
Tnfrsf25	0
Fgfr1op2	7127
4930404H11Rik	0
Gm6566	265
Stag1	3358
Gm29508	0
Gm31938	0
Gm32755	0
Gm34637	0
Mir7033	0
D430042O09Rik	397
Vmn2r121	0
Serpinb10	0
Crybg2	374
Mr1	1290
H2-T3	0
Ap1g1	6721
Aox1	0
Camk4	14069
Mrpl36	3184
Tcte3	0
Tra2a	1356
Bst2	336
Klhl30	0
Sorcs1	0
Tlcd1	3
Chrna6	1
Prdm5	0
Asb17	0
Lrrc42	1690
Erp44	6912
1810019D21Rik	0
Afap1	290
Ep400	6022
Mir3572	0
Mir5127	0
Tbx20	0
Arid4b	4325
Gm29443	0
Snord2	34
Snord4a	42
Pdcd1	75086
Pcp4	0
Pcolce	69
Sphkap	0
Champ1	1551
Prl2c5	5
Desi1	4830
Ak5	0
Gdf3	0
Opn1mw	0
Med17	3095
Chil5	0
1700096P03Rik	0
2210404E10Rik	0
Mir6378	0
3010003L21Rik	863
Bcl7c	1836
4930441H08Rik	0
8430430B14Rik	0
Gm22496	0
Hpgd	0
Ptcd2	4584
Cdc6	88
Poteg	0
Amhr2	0
Mir7229	0
Raet1a	0
Rad51b	401
Olfr297	0
Olfr307	0
Olfr305	0
Olfr986	0
Olfr971	0
Olfr229	0
Olfr968	0
Olfr970	0
Mbd5	249
Abhd8	18912
Ngb	0
Trpv6	0
Maea	5521
Klhdc2	10957
Nkpd1	0
Mapk1ip1	246
Wdr5b	0
Capns2	0
Lyg1	0
Nedd8	4765
Celf2	24750
Gpbp1	8557
Carf	171
Usp51	0
Sh3bp2	11875
Ppp1r16b	6253
Irak1	6994
Rpl37rt	22
Dnajc5	9392
Slc2a7	2
Dnaja1	15981
Adam5	0
Nap1l1	4422
Nell2	0
Acox3	610
Lclat1	44
Rnf216	1244
Gm14635	0
Actrt3	0
Dubr	720
Mir383	0
A730004F24Rik	0
Atp6v0c	0
Smyd3	1817
Trem2	0
LTO1	5
Tsga13	0
Klf7	789
Ndufab1	1890
Tbc1d5	3255
Plcz1	0
4933411E08Rik	0
Ccl21c	0
Kifc2	1312
Resf1	3330
Spta1	0
Apol7d	0
Olfr323	0
Olfr918	0
Olfr368	0
Olfr1253	0
Olfr509	0
Olfr1450	0
Olfr47	0
Olfr434	0
Olfr361	0
4933404K08Rik	0
Map7d1	3739
Ikzf4	29
Zscan22	1354
Herc6	1312
Pih1h3b	0
AV320801	0
Phldb2	0
Angpt1	0
Slc25a5	57131
Cd7	72
Cd6	33648
Tapbp	12503
Tal2	0
Mcrip1	6961
1700030F04Rik	0
Amy2b	0
Iffo2	303
Cass4	484
Vmn2r52	0
Vmn2r79	0
Pcdh19	0
Gsg1l	0
Mpp6	2430
D430019H16Rik	6
Rnf10	12483
Rbpms	2656
Zfhx3	0
Tfap2d	0
Tspan33	0
Slc25a24	785
Rtl8a	490
Rdh16	0
Sec31a	5295
Gpr63	0
H2al3	0
Tmem67	0
Gm6249	0
Kif17	0
Smkr-ps	0
Grk2	5588
Ccdc170	0
Spink2	0
Il17ra	3345
H2-M9	0
Ano6	6885
Cacng4	538
Cep76	2800
Cnr1	0
Speer4e	1
Foxn1	0
Gm2016	0
Dusp15	0
Dync1i1	0
Syt2	1
Nfu1	1702
Fam234a	73
1700029N11Rik	0
Ap1s2	3623
Tcf19	1149
Abhd4	2883
Pfdn2	627
Tdrd5	24
Gm6787	95
Mak	3
5730409E04Rik	0
Wdr31	0
Slmap	1991
Pitpnm2	4275
Ppt1	6116
Smarcc1	8736
Gm17769	0
Atp2a1	212
Mras	0
Pdcd2	3878
5730435O14Rik	0
Ube2g1	6742
Gm30052	0
Adamtsl1	1
Prr19	0
Chek1	889
Usp48	4407
Chd1	18133
Tfr2	0
Mpi	624
Hacd3	15464
Zfp318	919
Kifc5b	55
Fgd3	1810
Nupl2	2364
1700066C05Rik	0
Dapk2	337
1700121N20Rik	0
Odf2l	149
Per2	3682
D430036J16Rik	0
Cdkl4	0
Pdp1	564
Aldoa	31824
Gstt2	2757
Ptgfrn	18
Ankrd49	1239
Mir374c	0
Mir3110	0
Gpr89	1684
9430019J16Rik	0
Rbakdn	0
Ntmt1	3141
Olfr356	0
Agpat3	6554
Rnf185	871
Ablim3	0
Mpp7	40
Csad	1463
Pnpla6	242
Tmem106a	228
Lrrc74a	0
Olfr55	0
Fgf12	0
4930558G05Rik	0
Nadk2	1685
Impact	1594
Plg	0
Dnah11	36
Dyrk1b	917
Mir5098	0
Pde10a	26
Gpr87	0
Sparc	0
Arhgap27os3	2175
2610016A17Rik	0
Drc7	0
Skp2	889
Stx2	14
Traf2	3473
Rdh13	19
Pld6	0
Dolpp1	1549
Rgs3	5301
A330008L17Rik	0
Gm12610	0
Crem	1267
Dlg4	228
Chmp3	1455
Zzz3	4163
Olfr659	0
Fam205a4	0
Fam205a3	0
Fam118a	7
Commd8	9789
S100a16	0
Nme7	322
Mustn1	0
Leprot	410
Gimap5	11282
Adnp2	689
Fancb	0
Trim50	0
Gm26391	0
1700024B18Rik	0
Ngf	0
Clip4	100
Zw10	6491
Mir1954	0
Mir101a	0
Ylpm1	2046
Tril	0
Prorsd1	909
Wdr55	1293
Serpini2	0
Rmdn2	333
Lrrc23	1
Igfals	0
Ifngr2	0
Daam1	0
Shisal1	0
Aptx	1495
Hadha	8488
Olfr749	0
Tacr2	0
4933416E03Rik	0
Fxyd4	0
Serpinb6a	463
Dlc1	1
Dpysl4	2
Vmn2r26	0
Rnf180	0
Mtfr2	327
Oca2	0
Pex13	3379
Nos1ap	0
Ptma	46574
Zdhhc11	0
Kif21b	4037
Adamts14	0
Cdr1	0
Inhba	0
Lif	2
Tead1	6
Zfp688	962
Sprr2j-ps	0
Wfdc8	0
St6galnac4	3628
Spats2l	0
Naalad2	14
Zeb2os	0
Zfp865	1291
Ttc21b	2735
4930505K14Rik	0
Saxo1os	0
B230110G15Rik	1
4933439K11Rik	0
Dixdc1	0
Cst10	0
Ube2j2	460
Sorbs2os	0
Mfsd14b	2605
Olfr765	0
Zfp719	818
C730036E19Rik	0
4930405J17Rik	0
4930401C15Rik	0
LOC100861978	0
Plac9b	0
Far1	7034
Mir3962	0
Vmn2r49	0
Pwp2	6009
Sgpp1	1558
Defb5	0
Smpdl3b	0
4930444P10Rik	0
Enc1	1846
Med25	7384
Adh7	0
Ccnd2	33840
Dipk1b	1583
Rasgrp2	245
Tpm3	21670
Stxbp5l	1
Cers6	3313
1700113H08Rik	0
Reln	0
Pikfyve	902
Hdac4	497
Agr3	0
Ttll12	3214
Pomc	0
Pkd2l2	1052
Ethe1	253
Cwc15	3392
Ctcfl	0
I730030J21Rik	188
Zfp652os	0
D17Ertd648e	0
4931431C16Rik	0
9930104L06Rik	359
Art5	118
Edn3	0
Edn2	0
S1pr1	356
Ebp	2172
Nexn	0
Herpud1	4205
Nfyc	2139
Dcaf8	7622
Gpld1	1425
Gm20735	0
Zcrb1	1543
Csmd2	0
Tcf25	19176
Kif2c	0
Pira11	0
Cst6	23
Ppp2cb	640
Dedd	3010
Pts	2090
Cdkn2b	0
Grik5	457
Selenok	5054
C9	1
C2	0
Mir7231	0
Gucd1	840
Camsap3	0
Cr2	1
Lipf	0
Vwde	1
Racgap1	455
Mup9	0
Cipc	2452
Fam110a	263
2810408A11Rik	843
DQ267101	0
DQ267100	0
Tcstv1	0
Mlf2	18201
Prkce	0
Bend3	503
1700083H02Rik	0
Arfgap1	5355
Lamp1	8293
Clstn1	24
Myof	10
Slc30a2	0
Fdps	3565
Scamp3	64
Cln8	409
Chst4	1
Casp8ap2	3004
Adh4	0
Vipr2	0
Ezr	30327
Vil1	0
Gm51425	5
Mir543	0
Phf14	963
Hs3st5	0
Gm21319	0
Gpr155	1057
4930402K13Rik	0
Gm21637	0
Mir5107	0
Gm2042	0
Cdh10	0
Gm32921	0
AU021063	0
Zfpl1	3643
Gucy1a1	585
Arhgap29	0
Ppp1r16a	1602
Prag1	1324
Dlgap2	0
Tmc6	14501
Phf12	4357
Fam78b	0
Tug1	4418
Hand2os1	0
4930405O22Rik	0
Mir384	0
Mir181b-2	0
Mgrn1	4151
Trem1	0
Gm35725	0
Gm26839	0
Tecpr2	180
Pramel6	0
Tmem106c	762
Map7	812
Fcer2a	0
Mbtd1	1109
Dach2	0
Rnf111	3552
Fcrla	0
Wipi1	8
Alg3	3552
Tbx3os2	0
Gm5535	0
Nme1	13235
Nmbr	0
Nkx2-9	0
Nkx2-5	0
Icmt	1266
Siglech	1
Mcub	186
Gm16675	1
Adam33	1
Gm10532	7
Cartpt	0
Cdr2l	512
Mrps23	1978
Chchd2	4079
Treml1	0
Tbc1d9	1
Tmem107	287
Nup37	276
C730027H18Rik	0
Gigyf2	2827
Mpzl1	0
Myb	45298
4930520O04Rik	174
Cdh19	0
1700007F19Rik	0
Map3k20	0
Wdr41	586
Lhfpl2	0
Serinc5	1214
Itpk1	539
Olfr1335	0
Pglyrp3	0
Zmynd15	0
Nova2	0
Sash1	0
Gstm4	1168
Ghrh	0
Cops7b	1808
Skint9	0
Npc1l1	0
H2bc6	0
Fnbp1	5154
Foxk1	180
Gm36908	0
Gm15934	0
Cd163	0
1110038F14Rik	2531
Krtap31-1	0
Marchf11	1
Gin1	648
Lypd1	0
Slc33a1	1352
Tfb2m	999
Trappc2	382
Patj	1170
Cnga2	0
Calm3	11120
Spem1	0
Olfr665	0
Szt2	2811
Gm21814	56
Krtap12-1	0
Prr15l	0
Mir1843a	0
Mir1249	0
Cnot7	5573
Myh14	0
Trabd	4396
Myh15	0
Nudt14	677
Srpk2	1710
Zkscan5	802
Dkc1	8356
Fbxo38	2769
Fam229b	0
Celf6	0
Dcbld1	0
Mir3070b	0
Mir3964	0
Agtpbp1	2183
Dnmt3l	0
Eif4g3	11255
1700019E08Rik	0
Gm10415	0
Clasrp	3778
Harbi1	1336
Supt20	7803
P2ry12	0
Sptbn1	14454
Pm20d1	2
Adgrb3	6
Teddm2	0
H3c13	0
H4c12	0
H4c11	0
H4c3	0
H3c11	0
Gm20857	0
Gm10782	0
Khdc1b	0
Ptprr	0
Ano1	0
Smc5	4059
Smr2	0
Gucy1b2	0
3200001D21Rik	0
4930456L15Rik	0
Gm10791	0
1700016G22Rik	0
Vmn2r68	0
Usp31	640
Fbxl2	0
H2-Q6	23
7530416G11Rik	0
Dus4l	1
Jsrp1	0
Plpp5	697
Napa	12373
Ascc2	5726
Zfp971	1
Cfc1	0
Cenpc1	3589
Elp4	625
Tecpr1	3110
Cep70	1339
Mir376a	0
2310069G16Rik	0
AA619741	0
Mir6391	16
Mir1843b	0
Daw1	0
Dbr1	220
Apc2	1
Mir467a-9	0
Mir130c	0
Gm38404	0
C920009B18Rik	157
Mir6398	0
Ptprn	356
Mir3087	0
Ces2d-ps	0
Rian	0
Gm3230	134
E330012B07Rik	0
Rhbdd2	2542
Mir467a-1	0
Mir3093	0
Sra1	4415
Gm16617	0
Cbarp	978
Ppil3	1401
Sirpa	6
Slc32a1	0
Vegfc	6
Gm8579	0
L3mbtl2	8498
Zwint	16407
Ssx9	0
Cuedc2	3711
Pla2g4c	0
Dnajc4	285
Acpp	1
Tbc1d24	0
Sftpd	23
Slc6a19os	0
Krtap28-13	0
Fsbp	0
Tg	0
Gm14632	0
Vmn1r260	0
Cypt3	0
Speer2	0
Ddx20	3539
Mok	0
Scfd2	1948
Slc39a8	454
Rdh7	14
Scn7a	0
Supt4a	9563
Cep250	462
Gabarapl2	4398
Ulk3	2583
Tert	1103
Ptprj	341
Cmc4	166
Adam15	0
Mafg	96
Smarce1	5227
Gm13023	0
Tsc22d2	1260
Scgb1b7	0
Gm4064	0
Cd320	1455
Arl6ip1	19148
Tnfsf14	316
Pdlim4	0
Acadvl	4314
Vpreb2	0
Vpreb1	0
Tfip11	3033
Calcrl	299
Ubd	0
Arfgap2	2014
Fam47e	0
Csn3	0
4930512B01Rik	0
Mest	0
Hdx	0
Relb	2610
Acsl1	179
Trim58	0
Mir101c	0
Gm550	0
Ecscr	0
Gm15412	0
Popdc2	0
Slc28a3	1
Pcolce2	0
Slamf9	0
Lyrm1	1
Lhpp	233
Cep112	0
Mir7234	0
Camta1	480
Mir7235	0
Spib	1
4932435O22Rik	0
Jmjd1c	2547
Patl1	1131
Mir7012	0
Pdgfd	0
Tmem129	1083
Defa21	0
Aamdc	265
Olfr784	0
Olfr781	0
Olfr611	0
Olfr514	0
Olfr516	0
Olfr512	0
Acp4	0
Rgs7	0
Myom2	0
Amz2	2698
Hoxb7	0
4930444G20Rik	0
Mir7661	0
Mir7662	0
Mir7034	0
Gm12253	0
Cnga3	0
Pira6	0
Psap	15055
Trim68	1466
9130209A04Rik	0
G6pc2	0
Tgfbr2	6856
Tgfbr1	2730
Exosc6	4606
Mir669p-2	0
Gm14827	0
Adk	17308
Tnn	65
Col14a1	1
Tanc2	0
Rundc3a	754
Rgs14	6352
Gm11240	0
Cox7c	1353
Itgam	0
Tgfbi	1
Krt85	0
Kcnj6	0
Mafb	339
Hivep3	48455
Gm3428	0
Smim1	0
Lrp11	7
Wnt4	0
Map3k12	174
Zic2	0
Nr2f2	1
C1qb	1
Reep5	1991
Nlk	1202
Klf2	17
Klc2	55
Serpina3h	0
Pdxdc1	2040
9130221H12Rik	5
Phactr1	3
Tmem138	1072
Rph3al	196
Gm10486	0
Bcl2l15	0
Htatip2	728
Lrrc1	2364
Rpl19	10826
Bach2	3036
H2bfm	0
1700013G24Rik	0
Fmr1	2398
Gabrr2	0
Gabrr1	0
Gabrg3	0
Prps2	2779
Pagr1a	3483
A630010A05Rik	2
Snx29	939
4933401D09Rik	0
Snx12	2130
Ldb1	2725
Tuba4a	6990
Tmtc1	0
Cish	2
Htr1a	0
Ndst1	1098
Mapt	0
Mbd4	1192
Mbd2	179
Eif2s3x	1355
Ddx3y	0
Ankrd1	0
Ahsg	0
Eif6	11631
Zfp781	0
Ncaph2	11277
Ttll13	49
Peak1	4295
Lrrc24	1
Ssh3	0
Ostn	0
Emid1	1796
A630075F10Rik	0
Mir486	0
Mir452	0
Epn3	0
Mrpl58	3601
Hdac10	4188
Pla2g4f	1
Pfkfb3	2955
Orc3	4013
Gm19299	0
D830032E09Rik	0
D5Ertd577e	0
Cenpi	0
Slc22a3	1169
Slc20a2	1184
Sirt7	10763
Ust	321
Cbln4	0
Gm38415	0
Gm38413	0
Pou5f1	0
Pnp	1707
Pklr	0
Nr2c1	391
Olfr646	0
Olfr649	2
Olfr584	0
Olfr582	0
Olfr589	0
Olfr362	0
1700016A09Rik	0
Hils1	0
Arc	1622
Yme1l1	5532
Gm10052	0
Slc34a2	0
Slc2a3	12593
Cacna1b	0
Kpnb1	4822
Npas3	0
Nt5c2	2069
Cd300c2	0
Ubxn11	810
Gm10499	416
Cyp2u1	0
Trip11	1330
Stfa1	0
Scgb2b21	0
Scgb2b18	0
Zfp606	1307
Stamos	68
Pdx1	2
Cd2ap	887
Klrc1	0
Bex3	1309
Washc2	6064
Kcnip1	0
Slc14a1	3406
Nudt16l2	0
Akap8	8997
Tead4	0
Zscan5b	0
Ptprz1	2
Gm16070	0
Gm13986	0
1700110I07Rik	0
4930548H24Rik	0
B430319G15Rik	0
Rps15a-ps6	6
Hspa5	59739
Pla2g2c	0
Matr3	16118
Adm	0
Sema3f	0
Ccl11	0
Gm2518	0
Insr	986
Slc16a1	4152
Shbg	0
Sorbs3	0
Vmn1r208	0
Vmn1r205	0
Vmn1r206	0
Lhx9	1
Pabpc2	0
Hpd	0
Tpp2	6950
Tcf4	121
Schip1	0
Cyld	3336
Mphosph10	6203
Prrg3	0
Plk5	0
Sh3glb2	4176
Mlkl	0
Gata4	0
Gm6225	0
Pltp	1
Ccl21a	0
Plp1	887
Plod1	2213
Plk1	713
Prl7d1	0
Myc	14601
E130307A14Rik	490
Gm17745	250
Mrps10	1759
Mptx1	0
Gkn2	0
4930483K19Rik	0
Gm7538	0
Csnk1e	6497
Agap2	367
Kansl3	6414
Agxt2	0
Id1	0
Gata3	29156
Zbtb18	1215
Agtr1b	0
Hmgn3	906
Gimap4	453
Uvrag	2550
1700030O20Rik	0
4933440J02Rik	0
2810404M03Rik	0
Mir6481	0
4933424G05Rik	0
Gm9958	5
2210416O15Rik	1
St8sia3os	0
1700120E14Rik	0
Lrrtm1	0
Mir433	0
Apmap	2813
Cbfa2t2	900
Gm10640	127
Pgr15l	0
Ntan1	1697
Ucp2	176147
Mir5626	0
Mir5622	0
E130304I02Rik	0
AI507597	0
Sipa1	19734
Enpp5	0
Habp2	0
Foxj1	0
Foxq1	0
Tial1	1445
Fgf10	0
Fgd1	0
Fer	478
Riok2	285
A430046D13Rik	87
Gm8013	0
Ahcyl2	254
Naip5	0
Cnpy2	2624
Vstm2b	0
Gm10336	5
2010310C07Rik	0
Myo5b	0
Spock1	0
Mosmo	436
Tsr2	1173
Serpinb9h	0
Gm11565	0
Runx1	11803
Mir6379	0
Traf5	659
A230056P14Rik	0
Swi5	3803
Tek	0
Zpbp2	1
Grk3	16
Olfr600	0
Olfr683	0
Olfr679	0
Olfr669	0
Olfr1353	0
Olfr57	0
Olfr1351	0
Olfr1414	0
Nat8f1	133
Dpysl5	2
Kcne2	0
Tspyl2	2715
2310075C17Rik	0
Tgoln1	7556
Txnrd2	813
9330199G10Rik	0
Arf3	20505
Arf2	1416
Arf1	28665
Rplp0	24105
Gli1	0
Gm27740	0
Prpf19	4354
Fancc	527
Brpf1	7485
Shox2	1
P2ry2	0
Rph3a	4
Mpc1	448
Mir467a-8	0
4932438H23Rik	1659
Pnpla2	6623
Naaa	275
Prpsap2	2507
Rgs9	0
Setd4	1062
4930455J16Rik	0
1700095A21Rik	0
Gm1976	48
Myt1l	0
C7	0
Tead2	2
Nprl3	723
Khk	551
Htd2	0
Lgals7	131
Parvg	10502
Rprl1	0
Gm8234	0
Pde7b	1
Bfsp1	0
Csn1s2b	0
Cntn3	0
Slc12a4	1702
1700018G05Rik	0
Gm6277	0
Bvht	0
Mir6938	0
Adgrg3	878
H2bc11	0
H2bc8	0
H2bc7	0
H4c2	0
H4c1	0
Fcrl1	851
AA388235	0
Btrc	2785
Pzp	25
Nxf1	18413
Rad23a	5793
Mlx	2962
Mir3473c	0
Mir5106	0
Mir5101	0
Mir5099	0
Atg16l1	4672
Cntln	331
Gm21284	0
Gm21221	0
Poli	1550
Lrp6	2217
Vmn1r223	0
Arhgef11	224
Wfdc17	0
Mir669e	0
Sppl2c	2
Scpep1os	0
Esp3	0
E330020D12Rik	12
Rps27	32
Eya2	1
Cdkn1b	408
Khdrbs3	0
Esr2	778
Lrrc28	903
Tmem220	0
4930467K11Rik	0
A330033J07Rik	0
Zfp983	2667
Phtf1os	0
Ak1	0
1700028P15Rik	0
4930519K11Rik	0
P2ry10b	1
Srrm3	1
Clca3b	0
Crybb3	0
Fnip2	59
Fat3	2
Fxyd2	19
Pdf	2640
Stk3	2252
Phykpl	803
Cdc25b	8109
Gm14692	0
A530013C23Rik	0
Olfr1469	0
Zfp804b	0
Mir669b	0
Mir691	0
Adpgk	2838
Krtap5-5	0
Ddx17	3501
Ggnbp1	0
Tmc8	5862
Mir6240	0
Mir6238	0
Mir6335	0
Mir6241	0
Lmntd2	111
Tbxas1	1
Tnfsfm13	0
Sbk2	0
Slc39a11	2472
Gm26851	0
Reep6	0
Eda	0
Reep2	0
Ccdc151	0
H2az2	3053
Chst15	2125
Mboat7	4721
Bcl9	738
Stat1	9743
Hdlbp	8843
Dock7	0
Usp1	2701
Mir7014	0
Gm5859	0
Gm12504	30
Gm829	0
Cd8b1	1108
Mir7239	0
Ctag2l1	0
Aadacl4fm2	0
Cacna2d2	0
Vmn1r236	0
Vmn1r237	0
Mkrn1	7437
Acvr2b	200
Slc26a4	0
Clec10a	0
Rnmt	2644
Dsp	0
Ptpmt1	596
Rps9	14559
Polr3f	835
Hyls1	592
2010001A14Rik	226
4930487D11Rik	0
Saa4	0
Saa3	0
Saa2	0
Vapa	8371
Defb4	0
Gps2	4216
Tas2r108	0
Cd52	1898
Zfp30	0
Slamf1	843
1110032F04Rik	621
Trmt2b	2030
Barhl2	0
Zcwpw1	765
Wdcp	0
Colca2	45
Mir669a-1	0
Gm38671	0
Tmem230	1299
Rad54l2	850
Cdkn1a	78
Klrd1	0
Klk1b1	0
Klk1b26	0
Gm7168	0
Brd3	10702
Tgm7	0
Pygo2	4398
Cndp2	4022
Pfkfb1	129
1500004A13Rik	50
Disp1	117
Fabp5	1877
Ada	1463
Capg	2215
1700020G17Rik	0
Zfp788	141
Gm7334	0
Ccdc7b	1
Btbd35f2	0
Gm13580	0
Gsdmcl-ps	0
Ints10	3187
6030443J06Rik	0
Vmn1r247	0
2610206C17Rik	0
Gprc5c	0
Tmem258	1441
Spata7	309
Manbal	917
Rhebl1	534
Slc38a3	0
Kpna6	1011
Mdn1	3838
Rps6kb1	3366
P3h2	0
Dscc1	346
4930429F11Rik	0
Pitx2	0
Tstd1	120
Olfr1411	0
Olfr266	0
Olfr137	0
Wbscr25	0
Snora34	18
Gm5108	0
Esrrg	0
Gm13031	0
Gfra4	304
Cp	0
Pih1d1	1801
Lrrc51	161
AU022751	0
Med23	1671
Arhgef25	35
Sntb1	0
Frs3os	0
Cldn34a	0
Gm4559	0
Gm14440	0
Grina	3242
Mrpl4	5837
Ube2l6	0
Kirrel3	2
4930455B14Rik	0
1700084F23Rik	0
Vmn1r169	0
Vmn1r168	0
Vmn1r158	0
1700029M20Rik	0
Gm5544	0
Batf2	0
Zfp944	1256
Wdpcp	103
Sowahd	0
Bhmt2	0
Ccdc105	0
Catsperg2	8
Iigp1	0
Adamts6	771
Mllt6	671
Rhox4a	0
Gm11413	0
Ms4a5	0
Krtap13-1	0
Dok7	0
1700123L14Rik	0
Gm15772	0
Prrt2	1
4933416O17Rik	0
1110002J07Rik	0
Csrnp3	0
Pgr	0
Stx4a	1868
Tacr1	1
Nono	32599
Tmem25	427
4930556L07Rik	0
Phb	4398
Yap1	0
Xrcc5	3666
Ap3s1	3773
Khnyn	1241
Mir466m	0
Gm3667	0
Iffo1	1083
Zscan30	180
Cgas	7
Negr1	0
Ly6g5c	0
Slc8a2	0
Mblac1	183
Vps37b	5140
Lpar4	18
Samd12	0
Prox2	0
Pitpnc1	3923
Spg7	3632
Akap4	0
Col15a1	0
Col11a2	262
Dgki	4
Tbata	66
Ankrd61	16
Mettl3	4221
Glrx2	860
Il2rb	9791
Xpc	4267
Defb43	0
Map3k14	1033
Ramp1	11824
Slit1	0
Insm1	0
B3gnt2	6273
Emcn	0
Fastk	6659
Ier3ip1	7478
Plek	0
Dda1	7270
Cmss1	947
Ntn3	0
Insl6	126
Fpr1	0
Nck2	3657
Ppp1r17	0
Pold1	4543
Polb	3496
Kcnk12	0
Tmem17	0
Oas1d	0
